timestamp_s,filtered_mV,loop,hr_bpm,snr_wb_db,snr_qrs_db
0.338000,-93.6250,0,,,
0.348000,-97.1250,0,,,
0.358000,-98.3750,0,,,
0.368000,-95.6250,0,,,
0.378000,-99.1250,0,,,
0.388000,-96.3750,0,,,
0.398000,-100.5000,0,,,
0.408000,-96.7500,0,,,
0.418000,-100.2500,0,,,
0.428000,-96.8750,0,,,
0.438000,-93.8750,0,,,
0.448000,-96.2500,0,,,
0.458000,-87.6250,0,,,
0.468000,-78.7500,0,,,
0.478000,-78.2500,0,,,
0.488000,-91.6250,0,,,
0.498000,-106.7500,0,,,
0.508000,-93.3750,0,,,
0.518000,-86.2500,0,,,
0.528000,-84.6250,0,,,
0.538000,-84.3750,0,,,
0.548000,-85.7500,0,,,
0.558000,-83.3750,0,,,
0.568000,-85.0000,0,,,
0.578000,-82.8750,0,,,
0.588000,-84.0000,0,,,
0.598000,-81.5000,0,,,
0.608000,-82.2500,0,,,
0.618000,-79.5000,0,,,
0.628000,-79.8750,0,,,
0.638000,-75.5000,0,,,
0.648000,-76.5000,0,,,
0.658000,-71.5000,0,,,
0.668000,-72.6250,0,,,
0.678000,-68.2500,0,,,
0.688000,-70.0000,0,,,
0.698000,-68.1250,0,,,
0.708000,-72.6250,0,,,
0.718000,-72.7500,0,,,
0.728000,-79.5000,0,,,
0.738000,-81.2500,0,,,
0.748000,-86.1250,0,,,
0.758000,-84.8750,0,,,
0.768000,-88.8750,0,,,
0.778000,-86.6250,0,,,
0.788000,-90.1250,0,,,
0.798000,-87.0000,0,,,
0.808000,-90.7500,0,,,
0.818000,-87.0000,0,,,
0.828000,-90.6250,0,,,
0.838000,-86.7500,0,,,
0.848000,-90.0000,0,,,
0.858000,-84.1250,0,,,
0.868000,-89.3750,0,,,
0.878000,-83.6250,0,,,
0.888000,-88.5000,0,,,
0.898000,-83.6250,0,,,
0.908000,-87.6250,0,,,
0.918000,-82.6250,0,,,
0.928000,-87.2500,0,,,
0.938000,-83.8750,0,,,
0.948000,-88.2500,0,,,
0.958000,-81.8750,0,,,
0.968000,-87.5000,0,,,
0.978000,-81.8750,0,,,
0.988000,-87.2500,0,,,
0.998000,-81.8750,0,,,
1.008000,-86.1250,0,,,
1.018000,-81.0000,0,,,
1.028000,-85.3750,0,,,
1.038000,-80.0000,0,,,
1.048000,-84.5000,0,,,
1.058000,-79.6250,0,,,
1.068000,-83.7500,0,,,
1.078000,-79.3750,0,,,
1.088000,-82.8750,0,,,
1.098000,-77.6250,0,,,
1.108000,-79.6250,0,,,
1.118000,-75.5000,0,,,
1.128000,-78.3750,0,,,
1.138000,-73.5000,0,,,
1.148000,-77.6250,0,,,
1.158000,-75.1250,0,,,
1.168000,-78.6250,0,,,
1.178000,-75.6250,0,,,
1.188000,-78.5000,0,,,
1.198000,-75.7500,0,,,
1.208000,-78.3750,0,,,
1.218000,-74.6250,0,,,
1.228000,-77.0000,0,,,
1.238000,-74.1250,0,,,
1.248000,-76.5000,0,,,
1.258000,-71.7500,0,,,
1.268000,-66.3750,0,,,
1.278000,-49.3750,0,,,
1.288000,-59.7500,0,,,
1.298000,-79.1250,0,,,
1.308000,-91.0000,0,,,
1.318000,-70.0000,0,,,
1.328000,-66.7500,0,,,
1.338000,-63.8750,0,,,
1.348000,-67.1250,0,,,
1.358000,-64.0000,0,,,
1.368000,-64.6250,0,,,
1.378000,-64.0000,0,,,
1.388000,-63.0000,0,,,
1.398000,-61.7500,0,,,
1.408000,-59.8750,0,,,
1.418000,-58.8750,0,,,
1.428000,-57.8750,0,,,
1.438000,-56.0000,0,,,
1.448000,-58.2500,0,,,
1.458000,-50.8750,0,,,
1.468000,-53.2500,0,,,
1.478000,-46.2500,0,,,
1.488000,-50.3750,0,,,
1.498000,-49.6250,0,,,
1.508000,-48.8750,0,,,
1.518000,-53.6250,0,,,
1.528000,-55.1250,0,,,
1.538000,-61.0000,0,,,
1.548000,-64.3750,0,,,
1.558000,-66.2500,0,,,
1.568000,-68.8750,0,,,
1.578000,-68.8750,0,,,
1.588000,-69.5000,0,,,
1.598000,-66.2500,0,,,
1.608000,-69.8750,0,,,
1.618000,-65.7500,0,,,
1.628000,-69.3750,0,,,
1.638000,-66.1250,0,,,
1.648000,-62.8750,0,,,
1.658000,-63.8750,0,,,
1.668000,-61.3750,0,,,
1.678000,-62.3750,0,,,
1.688000,-58.8750,0,,,
1.698000,-58.8750,0,,,
1.708000,-60.0000,0,,,
1.718000,-60.7500,0,,,
1.728000,-60.3750,0,,,
1.738000,-59.5000,0,,,
1.748000,-57.8750,0,,,
1.758000,-57.8750,0,,,
1.768000,-58.2500,0,,,
1.778000,-58.3750,0,,,
1.788000,-57.8750,0,,,
1.798000,-59.1250,0,,,
1.808000,-59.0000,0,,,
1.818000,-59.5000,0,,,
1.828000,-57.8750,0,,,
1.838000,-60.2500,0,,,
1.848000,-58.7500,0,,,
1.858000,-58.5000,0,,,
1.868000,-57.7500,0,,,
1.878000,-58.6250,0,,,
1.888000,-58.0000,0,,,
1.898000,-58.1250,0,,,
1.908000,-56.0000,0,,,
1.918000,-57.7500,0,,,
1.928000,-53.8750,0,,,
1.938000,-57.2500,0,,,
1.948000,-55.1250,0,,,
1.958000,-58.6250,0,,,
1.968000,-55.6250,0,,,
1.978000,-59.7500,0,,,
1.988000,-57.0000,0,,,
1.998000,-60.5000,0,,,
2.008000,-55.0000,0,,,
2.018000,-60.5000,0,,,
2.028000,-56.2500,0,,,
2.038000,-60.7500,0,,,
2.048000,-55.5000,0,,,
2.058000,-54.7500,0,,,
2.068000,-40.2500,0,,,
2.078000,-42.6250,0,,,
2.088000,-50.8750,0,,,
2.098000,-72.1250,0,,,
2.108000,-61.3750,0,,,
2.118000,-52.0000,0,,,
2.128000,-49.0000,0,,,
2.138000,-55.2500,0,,,
2.148000,-52.2500,0,,,
2.158000,-55.5000,0,,,
2.168000,-52.5000,0,,,
2.178000,-54.2500,0,,,
2.188000,-51.5000,0,,,
2.198000,-53.5000,0,,,
2.208000,-49.8750,0,,,
2.218000,-52.6250,0,,,
2.228000,-48.2500,0,,,
2.238000,-49.1250,0,,,
2.248000,-45.2500,0,,,
2.258000,-46.0000,0,,,
2.268000,-41.5000,0,,,
2.278000,-42.6250,0,,,
2.288000,-39.7500,0,,,
2.298000,-42.8750,0,,,
2.308000,-41.1250,0,,,
2.318000,-47.5000,0,,,
2.328000,-50.3750,0,,,
2.338000,-55.6250,0,,,
2.348000,-57.2500,0,,,
2.358000,-60.1250,0,,,
2.368000,-60.0000,0,,,
2.378000,-62.0000,0,,,
2.388000,-60.1250,0,,,
2.398000,-66.0000,0,,,
2.408000,-60.2500,0,,,
2.418000,-66.2500,0,,,
2.428000,-61.0000,0,,,
2.438000,-65.1250,0,,,
2.448000,-67.2500,0,,,
2.458000,-64.3750,0,,,
2.468000,-66.5000,0,,,
2.478000,-64.8750,0,,,
2.488000,-66.2500,0,,,
2.498000,-68.3750,0,,,
2.508000,-65.6250,0,,,
2.518000,-69.7500,0,,,
2.528000,-66.5000,0,,,
2.538000,-69.7500,0,,,
2.548000,-68.2500,0,,,
2.558000,-70.8750,0,,,
2.568000,-67.6250,0,,,
2.578000,-66.0000,0,,,
2.588000,-69.6250,0,,,
2.598000,-67.5000,0,,,
2.608000,-70.6250,0,,,
2.618000,-68.6250,0,,,
2.628000,-66.8750,0,,,
2.638000,-68.5000,0,,,
2.648000,-66.5000,0,,,
2.658000,-68.6250,0,,,
2.668000,-65.6250,0,,,
2.678000,-64.5000,0,,,
2.688000,-65.8750,0,,,
2.698000,-64.1250,0,,,
2.708000,-66.6250,0,,,
2.718000,-66.1250,0,,,
2.728000,-68.0000,0,,,
2.738000,-68.0000,0,,,
2.748000,-68.5000,0,,,
2.758000,-68.2500,0,,,
2.768000,-69.5000,0,,,
2.778000,-69.3750,0,,,
2.788000,-69.7500,0,,,
2.798000,-68.0000,0,,,
2.808000,-70.3750,0,,,
2.818000,-68.1250,0,,,
2.828000,-62.8750,0,,,
2.838000,-49.3750,0,,,
2.848000,-58.8750,0,,,
2.858000,-72.6250,0,,,
2.868000,-88.1250,0,,,
2.878000,-70.1250,0,,,
2.888000,-65.8750,0,,,
2.898000,-64.2500,0,,,
2.908000,-69.6250,0,,,
2.918000,-66.1250,0,,,
2.928000,-69.2500,0,,,
2.938000,-65.8750,0,,,
2.948000,-70.0000,0,,,
2.958000,-64.8750,0,,,
2.968000,-68.8750,0,,,
2.978000,-64.7500,0,,,
2.988000,-67.3750,0,,,
2.998000,-60.3750,0,,,
3.008000,-64.5000,0,,,
3.018000,-57.6250,0,,,
3.028000,-61.8750,0,,,
3.038000,-54.2500,0,,,
3.048000,-58.2500,0,,,
3.058000,-53.3750,0,,,
3.068000,-60.0000,0,,,
3.078000,-56.7500,0,,,
3.088000,-64.6250,0,,,
3.098000,-63.7500,0,,,
3.108000,-72.8750,0,,,
3.118000,-71.0000,0,,,
3.128000,-77.1250,0,,,
3.138000,-73.0000,0,,,
3.148000,-78.7500,0,,,
3.158000,-73.6250,0,,,
3.168000,-78.2500,0,,,
3.178000,-74.2500,0,,,
3.188000,-78.5000,0,,,
3.198000,-74.1250,0,,,
3.208000,-78.2500,0,,,
3.218000,-74.2500,0,,,
3.228000,-77.6250,0,,,
3.238000,-73.5000,0,,,
3.248000,-77.3750,0,,,
3.258000,-73.6250,0,,,
3.268000,-77.0000,0,,,
3.278000,-73.6250,0,,,
3.288000,-77.0000,0,,,
3.298000,-73.5000,0,,,
3.308000,-77.0000,0,,,
3.318000,-74.0000,0,,,
3.328000,-77.3750,0,,,
3.338000,-73.1250,0,,,
3.348000,-76.7500,0,,,
3.358000,-73.5000,0,,,
3.368000,-76.5000,0,,,
3.378000,-73.8750,0,,,
3.388000,-76.8750,0,,,
3.398000,-74.5000,0,,,
3.408000,-76.6250,0,,,
3.418000,-73.1250,0,,,
3.428000,-76.5000,0,,,
3.438000,-72.6250,0,,,
3.448000,-75.7500,0,,,
3.458000,-72.5000,0,,,
3.468000,-75.5000,0,,,
3.478000,-71.0000,0,,,
3.488000,-74.2500,0,,,
3.498000,-69.7500,0,,,
3.508000,-73.2500,0,,,
3.518000,-72.3750,0,,,
3.528000,-73.8750,0,,,
3.538000,-73.6250,0,,,
3.548000,-74.1250,0,,,
3.558000,-74.7500,0,,,
3.568000,-74.3750,0,,,
3.578000,-73.6250,0,,,
3.588000,-77.7500,0,,,
3.598000,-73.7500,0,,,
3.608000,-77.7500,0,,,
3.618000,-72.5000,0,,,
3.628000,-77.2500,0,,,
3.638000,-74.1250,0,,,
3.648000,-62.0000,0,,,
3.658000,-59.1250,0,,,
3.668000,-68.6250,0,,,
3.678000,-93.2500,0,,,
3.688000,-86.8750,0,,,
3.698000,-72.2500,0,,,
3.708000,-71.7500,0,,,
3.718000,-73.3750,0,,,
3.728000,-73.2500,0,,,
3.738000,-70.2500,0,,,
3.748000,-72.3750,0,,,
3.758000,-69.5000,0,,,
3.768000,-71.2500,0,,,
3.778000,-69.0000,0,,,
3.788000,-64.8750,0,,,
3.798000,-66.3750,0,,,
3.808000,-62.7500,0,,,
3.818000,-64.1250,0,,,
3.828000,-59.7500,0,,,
3.838000,-60.2500,0,,,
3.848000,-55.1250,0,,,
3.858000,-51.6250,0,,,
3.868000,-52.8750,0,,,
3.878000,-50.7500,0,,,
3.888000,-54.8750,0,,,
3.898000,-54.8750,0,,,
3.908000,-59.1250,0,,,
3.918000,-63.0000,0,,,
3.928000,-65.5000,0,,,
3.938000,-69.0000,0,,,
3.948000,-69.6250,0,,,
3.958000,-71.5000,0,,,
3.968000,-70.5000,0,,,
3.978000,-73.0000,0,,,
3.988000,-71.2500,0,,,
3.998000,-75.2500,0,,,
4.008000,-69.5000,0,,,
4.018000,-69.0000,0,,,
4.028000,-72.0000,0,,,
4.038000,-69.2500,0,,,
4.048000,-69.7500,0,,,
4.058000,-69.5000,0,,,
4.068000,-74.5000,0,,,
4.078000,-74.2500,0,,,
4.088000,-74.7500,0,,,
4.098000,-82.0000,0,,,
4.108000,-73.3750,0,,,
4.118000,-76.7500,0,,,
4.128000,-73.2500,0,,,
4.138000,-74.8750,0,,,
4.148000,-64.6250,0,,,
4.158000,-91.8750,0,,,
4.168000,-80.0000,0,,,
4.178000,-72.7500,0,,,
4.188000,-69.2500,0,,,
4.198000,-75.7500,0,,,
4.208000,-73.2500,0,,,
4.218000,-75.2500,0,,,
4.228000,-70.5000,0,,,
4.238000,-71.7500,0,,,
4.248000,-61.5000,0,,,
4.258000,-62.8750,0,,,
4.268000,-88.6250,0,,,
4.278000,-83.7500,0,,,
4.288000,-82.2500,0,,,
4.298000,-83.3750,0,,,
4.308000,-82.1250,0,,,
4.318000,-84.3750,0,,,
4.328000,-78.3750,0,,,
4.338000,-85.0000,0,,,
4.348000,-81.7500,0,,,
4.358000,-86.6250,0,,,
4.368000,-84.0000,0,,,
4.378000,-82.8750,0,,,
4.388000,-82.0000,0,,,
4.398000,-63.2500,0,,,
4.408000,-90.0000,0,,,
4.418000,-104.5000,0,,,
4.428000,-89.6250,0,,,
4.438000,-87.0000,0,,,
4.448000,-86.2500,0,,,
4.458000,-89.6250,0,,,
4.468000,-86.3750,0,,,
4.478000,-89.2500,0,,,
4.488000,-84.8750,0,,,
4.498000,-88.0000,0,,,
4.508000,-79.6250,0,,,
4.518000,-68.6250,0,,,
4.528000,-81.5000,0,,,
4.538000,-87.8750,0,,,
4.548000,-88.0000,0,,,
4.558000,-84.1250,0,,,
4.568000,-87.7500,0,,,
4.578000,-88.5000,0,,,
4.588000,-88.5000,0,,,
4.598000,-88.5000,0,,,
4.608000,-95.2500,0,,,
4.618000,-89.5000,0,,,
4.628000,-90.1250,0,,,
4.638000,-89.6250,0,,,
4.648000,-89.3750,0,,,
4.658000,-89.8750,0,,,
4.668000,-84.3750,0,,,
4.678000,-91.5000,0,,,
4.688000,-94.2500,0,,,
4.698000,-93.0000,0,,,
4.708000,-93.6250,0,,,
4.718000,-89.0000,0,,,
4.728000,-116.7500,0,,,
4.738000,-97.7500,0,,,
4.748000,-101.8750,0,,,
4.758000,-99.3750,0,,,
4.768000,-96.1250,0,,,
4.778000,-97.7500,0,,,
4.788000,-90.1250,0,,,
4.798000,-84.3750,0,,,
4.808000,-86.0000,0,,,
4.818000,-83.1250,0,,,
4.828000,-87.5000,0,,,
4.838000,-86.2500,0,,,
4.848000,-93.7500,0,,,
4.858000,-94.5000,0,,,
4.868000,-106.8750,0,,,
4.878000,-104.6250,0,,,
4.888000,-104.0000,0,,,
4.898000,-103.7500,0,,,
4.908000,-103.2500,0,,,
4.918000,-102.7500,0,,,
4.928000,-100.6250,0,,,
4.938000,-103.8750,0,,,
4.948000,-96.5000,0,,,
4.958000,-102.1250,0,,,
4.968000,-100.8750,0,,,
4.978000,-95.3750,0,,,
4.988000,-96.0000,0,,,
4.998000,-101.0000,0,,,
5.008000,-95.5000,0,,,
5.018000,-96.7500,0,,,
5.028000,-95.2500,0,,,
5.038000,-85.3750,0,,,
5.048000,-77.2500,0,,,
5.058000,-90.8750,0,,,
5.068000,-109.3750,0,,,
5.078000,-86.8750,0,,,
5.088000,-85.1250,0,,,
5.098000,-83.5000,0,,,
5.108000,-75.8750,0,,,
5.118000,-84.2500,0,,,
5.128000,-88.6250,0,,,
