timestamp_s,filtered_mV,loop,hr_bpm,snr_wb_db,snr_qrs_db
0.288000,-88.2500,0,,,
0.298000,-88.7500,0,,,
0.308000,-91.7500,0,,,
0.318000,-90.8750,0,,,
0.328000,-92.5000,0,,,
0.338000,-90.2500,0,,,
0.348000,-92.6250,0,,,
0.358000,-91.1250,0,,,
0.368000,-92.8750,0,,,
0.378000,-90.0000,0,,,
0.388000,-90.5000,0,,,
0.398000,-91.2500,0,,,
0.408000,-89.7500,0,,,
0.418000,-88.2500,0,,,
0.428000,-90.1250,0,,,
0.438000,-83.7500,0,,,
0.448000,-88.1250,0,,,
0.458000,-83.1250,0,,,
0.468000,-88.5000,0,,,
0.478000,-83.3750,0,,,
0.488000,-80.8750,0,,,
0.498000,-82.5000,0,,,
0.508000,-80.5000,0,,,
0.518000,-83.0000,0,,,
0.528000,-80.7500,0,,,
0.538000,-81.0000,0,,,
0.548000,-80.2500,0,,,
0.558000,-80.6250,0,,,
0.568000,-79.5000,0,,,
0.578000,-79.8750,0,,,
0.588000,-78.8750,0,,,
0.598000,-79.1250,0,,,
0.608000,-83.2500,0,,,
0.618000,-80.1250,0,,,
0.628000,-85.3750,0,,,
0.638000,-80.6250,0,,,
0.648000,-84.1250,0,,,
0.658000,-86.3750,0,,,
0.668000,-83.8750,0,,,
0.678000,-85.0000,0,,,
0.688000,-84.3750,0,,,
0.698000,-86.0000,0,,,
0.708000,-86.0000,0,,,
0.718000,-83.8750,0,,,
0.728000,-77.6250,0,,,
0.738000,-75.5000,0,,,
0.748000,-83.6250,0,,,
0.758000,-99.0000,0,,,
0.768000,-88.5000,0,,,
0.778000,-85.5000,0,,,
0.788000,-84.6250,0,,,
0.798000,-86.1250,0,,,
0.808000,-85.1250,0,,,
0.818000,-85.5000,0,,,
0.828000,-85.1250,0,,,
0.838000,-85.2500,0,,,
0.848000,-84.1250,0,,,
0.858000,-85.5000,0,,,
0.868000,-83.2500,0,,,
0.878000,-84.5000,0,,,
0.888000,-81.3750,0,,,
0.898000,-82.2500,0,,,
0.908000,-78.5000,0,,,
0.918000,-80.3750,0,,,
0.928000,-78.2500,0,,,
0.938000,-74.0000,0,,,
0.948000,-75.5000,0,,,
0.958000,-78.0000,0,,,
0.968000,-78.8750,0,,,
0.978000,-83.7500,0,,,
0.988000,-84.6250,0,,,
0.998000,-88.2500,0,,,
1.008000,-85.8750,0,,,
1.018000,-87.7500,0,,,
1.028000,-86.6250,0,,,
1.038000,-87.6250,0,,,
1.048000,-82.0000,0,,,
1.058000,-80.8750,0,,,
1.068000,-82.7500,0,,,
1.078000,-86.8750,0,,,
1.088000,-87.1250,0,,,
1.098000,-92.0000,0,,,
1.108000,-89.0000,0,,,
1.118000,-93.6250,0,,,
1.128000,-90.2500,0,,,
1.138000,-92.0000,0,,,
1.148000,-91.2500,0,,,
1.158000,-93.5000,0,,,
1.168000,-92.1250,0,,,
1.178000,-95.2500,0,,,
1.188000,-92.5000,0,,,
1.198000,-93.8750,0,,,
1.208000,-92.6250,0,,,
1.218000,-94.5000,0,,,
1.228000,-93.5000,0,,,
1.238000,-94.3750,0,,,
1.248000,-93.0000,0,,,
1.258000,-94.3750,0,,,
1.268000,-92.8750,0,,,
1.278000,-94.3750,0,,,
1.288000,-93.3750,0,,,
1.298000,-95.5000,0,,,
1.308000,-93.6250,0,,,
1.318000,-95.3750,0,,,
1.328000,-94.5000,0,,,
1.338000,-94.5000,0,,,
1.348000,-92.3750,0,,,
1.358000,-93.5000,0,,,
1.368000,-91.7500,0,,,
1.378000,-93.5000,0,,,
1.388000,-90.7500,0,,,
1.398000,-87.1250,0,,,
1.408000,-85.3750,0,,,
1.418000,-72.7500,0,,,
1.428000,-76.2500,0,,,
1.438000,-96.5000,0,,,
1.448000,-103.7500,0,,,
1.458000,-87.2500,0,,,
1.468000,-80.8750,0,,,
1.478000,-86.2500,0,,,
1.488000,-80.3750,0,,,
1.498000,-84.2500,0,,,
1.508000,-79.2500,0,,,
1.518000,-81.1250,0,,,
1.528000,-78.2500,0,,,
1.538000,-80.0000,0,,,
1.548000,-77.0000,0,,,
1.558000,-78.8750,0,,,
1.568000,-81.0000,0,,,
1.578000,-77.6250,0,,,
1.588000,-78.1250,0,,,
1.598000,-74.7500,0,,,
1.608000,-75.1250,0,,,
1.618000,-77.0000,0,,,
1.628000,-73.2500,0,,,
1.638000,-78.0000,0,,,
1.648000,-78.2500,0,,,
1.658000,-84.2500,0,,,
1.668000,-87.1250,0,,,
1.678000,-87.8750,0,,,
1.688000,-89.3750,0,,,
1.698000,-89.1250,0,,,
1.708000,-90.3750,0,,,
1.718000,-89.5000,0,,,
1.728000,-90.5000,0,,,
1.738000,-89.7500,0,,,
1.748000,-90.2500,0,,,
1.758000,-89.7500,0,,,
1.768000,-90.1250,0,,,
1.778000,-89.2500,0,,,
1.788000,-91.5000,0,,,
1.798000,-92.7500,0,,,
1.808000,-95.0000,0,,,
1.818000,-94.7500,0,,,
1.828000,-96.3750,0,,,
1.838000,-95.5000,0,,,
1.848000,-96.7500,0,,,
1.858000,-95.6250,0,,,
1.868000,-96.8750,0,,,
1.878000,-96.3750,0,,,
1.888000,-98.8750,0,,,
1.898000,-96.6250,0,,,
1.908000,-97.6250,0,,,
1.918000,-95.5000,0,,,
1.928000,-97.5000,0,,,
1.938000,-95.6250,0,,,
1.948000,-96.8750,0,,,
1.958000,-94.8750,0,,,
1.968000,-95.2500,0,,,
1.978000,-93.1250,0,,,
1.988000,-96.6250,0,,,
1.998000,-95.8750,0,,,
2.008000,-98.5000,0,,,
2.018000,-98.0000,0,,,
2.028000,-99.2500,0,,,
2.038000,-97.1250,0,,,
2.048000,-98.7500,0,,,
2.058000,-96.7500,0,,,
2.068000,-100.1250,0,,,
2.078000,-96.1250,0,,,
2.088000,-98.2500,0,,,
2.098000,-94.2500,0,,,
2.108000,-90.7500,0,,,
2.118000,-80.5000,0,,,
2.128000,-86.5000,0,,,
2.138000,-105.2500,0,,,
2.148000,-105.7500,0,,,
2.158000,-92.7500,0,,,
2.168000,-93.2500,0,,,
2.178000,-92.3750,0,,,
2.188000,-93.6250,0,,,
2.198000,-91.5000,0,,,
2.208000,-92.1250,0,,,
2.218000,-89.2500,0,,,
2.228000,-89.6250,0,,,
2.238000,-86.8750,0,,,
2.248000,-87.2500,0,,,
2.258000,-84.6250,0,,,
2.268000,-83.2500,0,,,
2.278000,-80.7500,0,,,
2.288000,-78.5000,0,,,
2.298000,-76.5000,0,,,
2.308000,-75.1250,0,,,
2.318000,-69.8750,0,,,
2.328000,-73.1250,0,,,
2.338000,-70.6250,0,,,
2.348000,-77.1250,0,,,
2.358000,-76.2500,0,,,
2.368000,-83.5000,0,,,
2.378000,-82.1250,0,,,
2.388000,-79.7500,0,,,
2.398000,-83.7500,0,,,
2.408000,-81.2500,0,,,
2.418000,-84.1250,0,,,
2.428000,-81.3750,0,,,
2.438000,-81.0000,0,,,
2.448000,-81.2500,0,,,
2.458000,-80.3750,0,,,
2.468000,-81.1250,0,,,
2.478000,-80.5000,0,,,
2.488000,-84.6250,0,,,
2.498000,-79.5000,0,,,
2.508000,-82.8750,0,,,
